StationID,Collection Date,BenSampID,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Bezzia,Bezzia/Palpomyia,Boyeria,Brachycentrus,Caenis,Calopteryx,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydrobiidae,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Lumbriculidae,Lype diversa,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pseudocloeon,Pteronarcys,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Triaenodes,Trichoptera,Tricladida,Yugus,Zapada,Zealeuctra,Zygoptera
6BPLL001.61,5/28/2013,PLL4326,2013-05-28T11:30:00Z,1,,,,,,,,,1,,6,,3,40,,,,,,,,,,1,,98,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,1,,1,,,4,,,,,,,,11,1,,1,1,,,,,,8,,,,,,,4,,,,,,2,,14,,,,,,,,,,,,
1ABED009.37,5/29/2013,BED4711,2013-05-29T11:00:00Z,1,,14,,,,,,,,,,,,,,,,,1,,,,,1,6,37,,,,,,,,,,,,,,,,2,,,,1,,,,2,,,1,,,,4,,,1,,,,,14,,,,,1,,2,,,,2,29,,,,,,11,,,,,,,3,,,,,,3,,27,,,,,,,,,,,,
4AMBY001.51,5/29/2013,MBY5033,2013-05-29T14:15:00Z,1,3,,,,,,,,20,,,,,3,,,,,,,,,,7,1,77,,,,,,,,,,,,3,,,,,,,,,,4,,,,,3,,3,,1,,,,,,3,,2,,,,,,,11,2,2,,,1,,,,,,,1,,,,,,4,,,3,2,,18,1,,,,,,,,1,,,,,
4ASDA004.94,5/29/2013,SDA5208,2013-05-29T11:30:00Z,1,50,,,,,,,,,,,,4,5,,,,,,,1,,,27,,33,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,14,,2,,,,,,1,,12,1,2,1,,,,,,,,,1,,,,,,,,,,,,8,1,1,,,,,18,,1,,,,,2,,,,,,,
4AXMY000.22,5/29/2013,XMY4665,2013-05-29T12:30:00Z,1,,,,,3,10,,,,,,,,,,,,,,,1,,,1,,113,,,,,,,,,,,,1,,,,,,2,,3,,,,,,,,,2,,,,,1,,8,,,4,2,,,1,,,,3,7,,1,1,2,,,,,3,,2,,,,,2,,,,,,6,,,,,,,,,,,,,,
5ANTW078.20,5/29/2013,NTW4922,2013-05-29T12:30:00Z,1,,,,,,,,2,,1,,,,17,,,,17,4,,,,,8,2,32,,,,,,,,,4,,,2,,,,,,,,,,1,,,2,3,4,,3,4,,,2,,,,,,12,8,2,,,,3,,,,,,10,,,,1,,3,,5,,,,,,1,1,,2,,1,,17,,,,,,,,2,,,,
2-APP081.04,5/30/2013,APP4957,2013-05-30T12:00:00Z,1,,,,,,,,1,,,,1,,2,,,,24,10,,,,,39,,45,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,8,7,1,,,,1,,,1,1,,17,1,,,,,,,,,1,,,,3,9,,,,1,,22,,,,,,,,,,,,
4ADEL001.35,5/30/2013,DEL5035,2013-05-30T14:20:00Z,1,,,,,,,,,14,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
4AHRN004.93,5/30/2013,HRN4699,2013-05-30T11:45:00Z,1,,,,,,,,,7,,,,6,30,,,,,2,,,,,57,,79,,,,,1,1,,,1,,,,,,,,,1,,,,,,1,,,1,,9,,,,,,,,,,1,7,,,,,,1,1,,,,7,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
4ASIT001.46,5/30/2013,SIT4668,2013-05-30T13:30:00Z,1,,,,,,2,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,,9,,,,,,,,,,3,,,,1,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
6AMCR000.55,5/30/2013,MCR4550,2013-05-30T12:00:00Z,1,21,,,,,,,,3,,,,12,36,,,,3,2,,,,1,9,,41,,1,1,,,,1,,,,,3,1,,,,,,,,,2,,,,,1,3,8,,19,,,,,3,,,1,,4,12,,,,,4,,,,,1,,,,,,,2,,,,,3,,,,,,11,,,,,,,,,,,,,,
6APNR023.86,5/30/2013,PNR4389,2013-05-30T13:45:00Z,1,,,,,,,,,2,,,,6,14,,,,,,,,,6,10,,90,,2,,,,,,,,,,9,,,,,,,,,,,,,5,,1,,45,,,,,,,2,,,,,,2,,,,1,4,1,,,,1,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,
8-TLR005.30,5/30/2013,TLR4820,2013-05-30T11:00:00Z,1,,,,,,,,1,,4,,,,,,,1,1,2,,1,,,28,,44,,2,,,,,,,,,,,,,,,,,,1,,,,,7,2,4,,,,2,,,1,,,,,2,,,,,1,,,,,,,6,,,11,2,,,,,,,,,,,,,,,23,3,,,,,,2,,,,,,,
4AJCR000.42,6/3/2013,JCR4666,2013-06-03T10:30:00Z,1,,,,,,,,,1,,,,1,3,,,,,,,,,,10,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,
4AXMP000.44,6/3/2013,XMP4692,2013-06-03T12:00:00Z,1,,,,,,4,,,,,,,,1,,,,,,,,,,19,,118,,,,,,,5,,,,,,,,1,,1,,,,,,,,,,1,,,,1,,,,,3,,,3,,,,,,,,2,3,,,,,,,,,,1,,,,,,,1,,,,,23,,,,,,,1,,,,,,,
6ABAR000.08,6/4/2013,BAR4545,2013-06-04T11:15:00Z,1,2,,,,,,,,1,,,,1,8,,,,,,,1,,,,,68,,,,,2,3,34,3,,,1,4,3,,,,2,,,,1,,,2,,,,,2,,,,,,,22,,,,,1,1,,,,,,8,,1,,1,1,,,,,,,1,,,,2,,1,3,,,,,,,,2,,,,,,,,,
6APNK008.28,6/4/2013,PNK4323,2013-06-04T12:15:00Z,1,,,,,,,,,1,,,,37,60,,,,,,,1,,,3,,14,,,,,2,,7,,,,,8,,,,,,,,,,,,,,,,18,35,3,,2,,,,3,,,,,,1,,,,1,10,,,,,1,,,,,,,,,,,,3,,,,,,4,,,,,,,1,,,,,,,
2-JMS115.29,6/5/2013,JMS4779,2013-06-05T13:15:00Z,1,,,,,,,,,,,,,1,12,,1,,,,,,,,7,,3,,1,,,,,,,,,,,,,,,,,,,,1,35,,,7,26,,,1,,,1,,3,,,,,,1,,,,,1,,,,,6,,,,,,,,4,,,,,,,,,,,74,,20,,,,,,,,,,,,
8-POR023.95,6/5/2013,POR4943,2013-06-05T14:00:00Z,1,,5,,,,,,1,,,,,,2,,,4,,,,,,,9,,11,,,,,11,,,,,,,,,,,,,,,1,,2,,7,,,2,,,1,9,,,,8,,,,18,10,,,,8,1,1,,1,,,36,,,,2,,,,,,,,,1,,,,,,4,,19,,,,,,,,,,,,
1ACAX004.57,6/6/2013,CAX4969,2013-06-06T11:15:00Z,1,3,,1,,,,,,,,,,,28,,,,,1,,2,,,23,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,4,18,1,,,3,,,,6,1,2,,,,,,1,,,,23,,,,,,2,,,,,,,,,,,9,,3,,18,,,,,1,,,1,,,,
4ADAY003.97,6/10/2013,DAY4933,2013-06-10T11:30:00Z,1,,,4,,,,,,,,,,2,2,,,,,,,,,,3,,67,,,,,,3,12,,,,1,,,3,,1,1,5,,1,,,,,,,,,3,,,,2,8,1,36,2,,16,,,,,,,,1,1,,5,,2,,,,,4,,,1,,,,3,,,,,,2,,1,,,,,2,,,,,,,
5AHRA005.94,6/13/2013,HRA4946,2013-06-13T12:00:00Z,1,,,,,,,1,3,,,,,,,,2,1,,1,,,,,38,,36,,,,,,,,,4,,,,,,,,,1,,,1,7,,,,4,,,7,,,,,,,,,,19,2,,,,,3,,,,,,,,,,8,1,,,,,,,,,16,,,,,32,1,,,,,,,,,,,,,
9-DEN000.39,9/5/2013,DEN5225,2013-09-05T09:40:00Z,1,5,,,,,,,,2,,,,6,20,,,,,,,,,19,6,,72,,,,,,,,,,,,2,3,,,,,,,,,5,,,,,1,4,,,8,,,,,4,,,7,,,,,,,1,9,,,,,,,,,,,,,,,,,5,,,6,,,10,,4,,,,,,,,,,,,
3-RPP150.32,9/6/2013,RPP5059,2013-09-06T14:00:00Z,1,,,1,,,,,,,,,,,16,,,,9,1,,,,,5,24,17,,8,,,,,,,5,1,,,,,,,,,,,,,13,1,2,,,12,,,9,,6,,,,,,7,,3,,,,,,,,1,,,,,2,,,,,,,,,,,,8,,2,,23,,4,,,,,,,,,,,,
2-JES002.87,9/9/2013,JES4927,2013-09-09T15:20:00Z,1,1,,2,,,,,,,,,1,26,21,,,,,,,,,,8,,4,,,4,,,,,,,,,,6,,,,,6,,,,7,,,,,28,,4,,15,,,,,2,,,26,,1,,,1,,,2,,1,,,1,,,,,,,,,,1,,5,,,,,,8,,2,,,1,,,,,,,,,
2-OGL005.53,9/9/2013,OGL5043,2013-09-09T11:30:00Z,1,,,2,,,,,,,,,,2,,,,,,,,,,,22,,19,1,,,,,1,6,,,,,,,,,,,,,,,20,,2,,,,,1,,,,,3,9,,,,34,,,,,,,1,,,,,,,,,,,,,,,,,,13,,,,,,1,9,1,7,,,,,,,,,,,
5AHRA005.94,9/9/2013,HRA5708,2013-09-09T12:00:00Z,1,,,,,,,,1,,9,,,,,,,,,1,,,,,,,73,,,,,,,,,24,,,,,,,,,,,,,11,,,3,9,,,,,,,,1,,,,,17,2,,,,,6,5,,,,,,,,2,14,1,,,,,1,,,,3,,,,,,2,,,,,,,,,,,,,
2ABLD014.73,9/10/2013,BLD5370,2013-09-10T10:00:00Z,1,3,,,,,,,,7,,,1,1,1,,,,,2,,,,,8,,78,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,45,,,13,,,1,,7,,,3,,,2,,1,,,14,,,,,,,,,,4,,4,,,1,,2,,,,,,1,,1,,,,,,,,,,,,
4ABAN057.85,9/12/2013,BAN4954,2013-09-12T10:15:00Z,1,1,,,,,,,,1,,,,7,8,,,,1,,,,,,17,,68,,14,2,,,,,,,,,,,,,,,,,,1,8,,,1,,1,4,18,,1,,,,,,,,17,,,,,2,,4,,1,,,,,,,3,,5,,12,,,,,,,,,,,9,,,,,,,,,,,,,,
1ACAX004.57,9/13/2013,CAX5217,2013-09-13T13:45:00Z,1,,1,21,,,,6,,,,3,,,17,,,,,6,,,,6,11,30,23,,1,10,,,,,,1,,,,,,,,,,,1,,,,,4,,2,,,,3,,,,,,,,,2,2,,,,1,,1,,,,,,,,,,,,,,,,,2,,1,,,,,,18,,,,1,2,,,,,,,
6ABAR000.08,9/17/2013,BAR5021,2013-09-17T12:50:00Z,1,,,5,1,,,,,,,,,,4,,,,,,,,2,,,,30,,,,,,32,17,,,,,4,1,,,,,1,,,,5,,2,,,3,,35,,,,,,,1,,,3,,,1,,,,1,3,3,,4,,1,,,,,,,,,,,,4,,,5,,,1,,2,,,1,,1,,,,,,,
6APNK008.28,9/17/2013,PNK4888,2013-09-17T11:50:00Z,1,2,,1,,,,,,,,,1,11,21,,,,,,,,,7,42,1,6,,,,,,,1,,,,,6,,,,,,1,,,,,,,,,21,,14,,,,,,,1,,,,,,2,,,,1,21,,,,,,,,,,,,,,,,,31,,,2,,,,,,,,,,,,,,,,,
1AGOO039.63,9/18/2013,GOO5220,2013-09-18T10:15:00Z,1,,,2,,,,5,7,,1,,,,,,,,,,,,,,,4,11,,2,3,,,,,,35,,,,,,,,,,,8,,,,,19,,7,2,,,10,,,,,,,,2,20,2,,,2,2,,,,,,,,,,,10,,,,,,,,,,2,,,,,,4,,,,,,,,2,,,,
1BCUB000.40,9/18/2013,CUB5280,2013-09-18T09:30:00Z,1,2,,2,,,,,,,,,,3,9,,,,,1,,2,,,18,13,27,,,,,,,1,,,,,,2,,,,1,2,,,,1,,,,,,6,1,,38,,,2,,1,,,11,,,1,,3,,,3,1,,,,2,,,,,,,5,,,,,11,,1,1,,,8,1,,,,,1,,,,,,,,
1BNFS073.75,9/18/2013,NFS5298,2013-09-18T15:15:00Z,1,,7,,,,,,,,,,,3,10,,,,,,,,,,3,46,20,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,4,3,,11,,,,10,,,,30,,3,,,,,,11,,,,,,,,,,1,,9,,,,,4,,,,,,9,,6,,,,18,,,,6,,,,
2-MIV000.39,9/19/2013,MIV5045,2013-09-19T14:30:00Z,1,1,,1,,,,,,,,,2,,4,,,,,,,,,,4,4,24,,,1,,,,2,,,,,,2,,1,,3,2,,,,13,,,,3,5,,,,39,,,1,2,1,1,,31,,,,,,,,11,1,,,,1,,,,,3,,,,,,,4,,,1,,,25,1,12,,,,,,,,,,,,
2-LTQ000.64,9/23/2013,LTQ4992,2013-09-23T12:20:00Z,1,2,,2,,,,,,,,,,2,5,,,,,,,,,,9,,6,,,,,,,8,,,,,,4,,1,,,,,,,18,,,,,12,,5,,17,,,,,29,,,52,,,,,3,,,8,1,,,,,,,,,1,,,,,1,,7,,,6,,1,3,5,2,,,4,,2,,1,,,,,
6AABR000.71,9/24/2013,ABR4833,2013-09-24T13:30:00Z,1,,,,,,,,,,1,,,1,1,,,1,,,,,4,,21,,19,,,,,,,,,1,,,,,,17,3,,8,,,,29,,,,,,,,,,,,6,,5,,,22,,,,,1,,6,11,,,8,,,,,,,,,,,,,,12,,,,,,,4,,,,,,,,,,,,,
6AMCR000.55,9/24/2013,MCR5213,2013-09-24T12:20:00Z,1,2,,,,,,,,1,,,,4,41,,,,,,,,,15,9,,1,,,1,,,,,,,,,7,,,1,,,,,1,,26,,,,,3,,4,,32,,,,,,,,7,,,,,,,5,3,,,,,,,,,,,,,,,,,9,,,1,,,,,1,,,,,,,,,,,,
2-DDY000.75,9/26/2013,DDY5344,2013-09-26T09:30:00Z,1,,,4,,,,,,,,,,,1,,,,,,,,,,10,1,11,,,,,,43,4,,,,,,,,2,,,,,,,,,5,,,,1,6,,,,,11,12,4,,,25,,,,,,,,,3,,3,,2,,,,,,6,,1,,,,39,,,,,,,,,16,,1,,7,,,,,,,
4AFRV017.85,9/26/2013,FRV5264,2013-09-26T10:00:00Z,1,,,,,,,4,10,,,,,10,20,,,,,,,,,,8,4,34,,3,1,,,,,,1,3,,,,,,,,,,,6,11,,,,,,,22,,13,4,,,,,,,21,1,,,,,,4,4,,,,,,,,,,,,5,,,,,1,,1,,,2,17,,,,,,1,1,1,,,,,,
6BMLG000.55,9/26/2013,MLG5018,2013-09-26T13:10:00Z,1,,,,,,,,,,,,,,15,,,,,1,,,,10,49,,19,,,,,,,,,,,,,1,,,,,2,,,,7,,,,,4,,17,,2,,,,,,,,13,,,2,,,,2,16,,,,,,,,,,,,,1,,,,31,,,,,,8,,5,,,,,3,,,,,,,
9-BRF017.34,9/26/2013,BRF5017,2013-09-26T10:45:00Z,1,12,,,,,,1,,1,,,2,23,4,,,,,,,1,,,29,,21,,,,,,,5,,,,,3,,,1,,,,,,,,,1,,,18,,1,,4,,,5,,,,,11,,,,,,,,26,4,2,,,1,4,,,,4,1,1,,,,1,2,,,7,,,8,1,,1,,,,1,,,,,,,
1BMDL060.48,9/30/2013,MDL5290,2013-09-30T10:00:00Z,1,,,,,,,,,,,,,5,26,,,,,1,,,,,12,6,17,,,,,,,,,,,,,,,,,,,,,,,,1,,,,14,17,,4,,,,,,,,1,,,,,,,,30,,,,,,,,,,,,3,,,,,1,,,,,,7,,34,,,,20,,,,1,,,,
5AKIT002.65,9/30/2013,KIT4769,2013-09-30T10:15:00Z,1,,,,,,,3,,,,,,,1,,,,,1,,,,,24,,82,,,1,,,,,,,2,1,,,,,,,,,4,2,26,,7,,,,,20,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,
2BMCM014.13,10/1/2013,MCM5373,2013-10-01T15:15:00Z,1,1,,,,,,,,1,,,,,11,,,,,,,,,,81,4,5,,,3,,1,,,,,,,1,,,,,1,,,,,5,,1,,,,24,24,,2,,,,,,,,33,,,,,1,,,8,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
6ADIS022.34,10/1/2013,DIS5224,2013-10-01T13:00:00Z,1,2,,,,,,,,1,,,1,6,15,,,,,,,,,68,24,,6,,,,,,,,,,,,4,,,,,,,,,,5,,,,,3,,27,,8,,,,,1,,,7,,,,,4,,,12,1,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,
6ASAT011.43,10/1/2013,SAT5228,2013-10-01T11:00:00Z,1,,,,,,,,,2,,,,1,5,,,,,1,,,,13,3,,17,,,,,,,,,,,,32,,,,,,3,,,,24,,,1,,,,4,,18,,,,,,,,14,,,10,,,,1,39,1,,,,,,,,,,,,,,,,6,,,2,,,8,,,,,,,,,,,,,,
2-HRE000.44,10/2/2013,HRE4985,2013-10-02T10:55:00Z,1,,,,,,,4,,,,,,,5,,,,,,2,,,,6,,101,,2,,,,,,,1,,,,,,,1,,1,,,,,,,6,,,,,,,,,7,,,,,7,1,,,,2,1,1,,,,13,,,9,,1,4,,,,,,,,,,,,,,2,,,,,,,12,4,,,,,,
2-PUM000.29,10/2/2013,PUM4986,2013-10-02T12:05:00Z,1,,,,,,,1,,,,,,,6,1,,1,,,3,,,,19,2,73,,,,,,,,,2,,,,,,,1,,,,,2,3,,2,,,,,,,,,,,,,,,42,,,,,,1,1,,,,7,,,11,,1,,,,,,,,,,,1,,,,,,,,,,,3,5,,,,,,
4ARCC006.89,10/2/2013,RCC5005,2013-10-02T13:30:00Z,1,,,1,,,,,,,,,,13,12,,,,1,,,,,,2,,5,,,,,,25,5,,,,1,1,3,4,6,,,,,,,2,,2,,,7,,,,,,,6,,1,1,,5,,,,,,,1,6,3,,9,,4,2,,,,15,,,,,,1,,,6,2,,,12,,,2,,16,,6,,,,,,,
4AXMP000.44,10/2/2013,XMP5010,2013-10-02T10:45:00Z,1,,,,,,5,,,,,,,3,8,,,,,1,1,1,,,109,6,10,,,,,,,,,,,,,,,,,,1,,,,6,,,,,3,,4,,,,,,,,,1,13,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,19,,,,,,,
6BCAL004.01,10/2/2013,CAL5061,2013-10-02T10:45:00Z,1,,,,,,,,,,,,2,5,20,,,,,,,,1,24,5,,84,,,,,,,,,,,,2,,,,,,,,,3,,,,2,,1,,7,,,,,,,,,,,,,,,2,,8,10,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,1,,,,,,1,
6BPLL001.61,10/2/2013,PLL4981,2013-10-02T13:15:00Z,1,,,,,,,1,,1,,2,3,10,6,,,,,,,,,6,7,,,,,,,,,,,,,,28,2,,2,,,1,,,,16,,,6,,,,3,,25,1,,,,,,,12,,,4,,,,2,31,,,,,,,,,,,,3,,,,,4,,,,,,,2,5,,,,,,,,,,,,
8-SAR094.59,10/2/2013,SAR5288,2013-10-02T13:30:00Z,1,,,,,,,1,5,,1,,,,2,,,,,,1,,,,3,,29,,6,,,,,,,17,1,,,,,,,,,,,,8,,,10,,3,,,,1,,,,,,,,24,7,,,,1,1,3,3,,,,,,,4,,4,,,,,,,,,31,,,,,,,1,,,,,,,,2,,,,
2-RRN002.19,10/3/2013,RRN5357,2013-10-03T11:20:00Z,1,,,,,,,,,,1,,,,9,,,,,,,,,,108,24,19,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,11,9,,2,,,,,,,,8,,,,,,,,1,1,,,1,,,,,,1,,1,,,,,,,,,,,14,,1,,,,,,,,,,,,
8-TLR005.30,10/3/2013,TLR5289,2013-10-03T13:15:00Z,1,,,,,,,,5,,3,,,,,,,,1,,1,1,,,13,10,50,,4,1,,,,,,1,,,,,,,,,,,,,2,,2,9,,7,,,,,,,,,,,,21,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,4,,,,,4,,,,,,,13,2,,,,,,
9-CST012.63,10/3/2013,CST4979,2013-10-03T12:00:00Z,1,22,,,,,,,,,,,,6,28,,,,,,,,,15,9,,45,,1,1,,,,,,,,,4,,,3,,,,,,3,8,,,1,,,,9,,,,,,,,,,1,,,8,,,,,2,1,,,,,,,,,,,,,,,,2,,,,,,12,,,,,,,1,,,,,,,
9-RDC049.02,10/3/2013,RDC4982,2013-10-03T15:15:00Z,1,,,,,,,,,1,,,,1,,,,,,,,,,6,51,3,2,,,,,1,,,,1,,,3,,,,,,4,,,,2,,,3,,2,,28,,,8,1,21,,,,,7,,,1,,1,,,1,4,,32,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,,,,,,,
2-JMS115.29,10/4/2013,JMS5682,2013-10-04T15:00:00Z,1,,,,,,,,,,,,,,30,,,,,,,,,,1,11,3,,7,,,,,,,,,,,,,,,,,,,,3,48,,,16,21,,,,,,,,3,,,,9,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,8,1,25,,,,,,,,1,,,,
1BMSS001.35,10/8/2013,MSS5295,2013-10-08T10:00:00Z,1,,,,,,,,,4,,10,,,4,,,,1,,,,,,24,,23,,,,,,,,,1,,,,,,,,,,,,2,1,,,10,,,33,6,,1,,,,,,,,4,,,2,,,,,34,,,,,,,,,,4,,3,,,7,,,,,,,,2,1,8,,,,18,,,,5,,,,
4AMEY006.72,10/8/2013,MEY5261,2013-10-08T10:30:00Z,1,,,1,2,,,3,4,1,,,,1,,,,,,2,,,,,30,5,24,,1,2,,,,,,,,,,,,,,,,,,,15,,,,,,1,28,,7,,,,,,,,46,,,,,,,1,4,5,,,,,,,,,,,12,,,,,,,,,,,2,,,,3,,,,,,,,,,
4AMEY016.00,10/8/2013,MEY5260,2013-10-08T08:40:00Z,1,,,,3,,4,1,,,,,,,11,,,,,,,1,,,6,24,28,,,,,,,,,,,,,,,,,,,,1,,26,,1,,,,5,8,,1,3,,,,,,,43,,,,,,,,,3,,,,,,,,,,,2,,,,,5,,,,3,,2,,3,,,,2,8,,,,,,,
1ALIV004.79,10/9/2013,LIV5323,2013-10-09T10:20:00Z,1,,,,,,,11,1,,,,,,,,,,,1,,,,,23,13,11,,1,1,,,,,,4,,,,,,,,,,,1,,,,,6,,1,,,,74,,,,,,,,9,2,1,,,2,,,6,,,,,,,1,,,,,,,,,,1,,,,,,3,,11,,,,,3,1,,1,,,,
1ALIV012.12,10/9/2013,LIV5324,2013-10-09T14:45:00Z,1,,,,,,,29,,,1,,,,,,,,,,,,,,4,1,35,,3,1,,,,,,2,,,,,,,,,,,3,,1,,,26,,3,,,,,,,,,,,,1,9,,,,6,2,3,15,,,,,,,3,1,,,,,1,,,,1,,,,,,1,1,15,,,,,5,,,1,,,,
2BCBL002.86,10/9/2013,CBL5372,2013-10-09T11:00:00Z,1,,,,,,,,,,,,,,3,,,,,,,1,,,,,18,,,,,1,44,,,,,3,1,6,,,,,,,,,5,,1,,,,8,4,,,,1,9,,9,3,1,,,,,,,,,4,4,,,,10,1,,,,1,2,,3,3,,,,,1,25,,,,,,6,,2,,,,,,,,,
2BXAP001.46,10/9/2013,XAP5554,2013-10-09T12:30:00Z,1,,,,,,9,2,,,,10,,,,,5,,,,4,2,9,,,,40,,,,12,,13,,,3,,7,,,,,2,,,,3,1,,,,,,,,,,,,,10,,1,,4,2,,,1,,2,,2,,6,,17,,1,,,,,,,,,,,,,,,,,,,,4,,,,,4,,,,,,,
2-RGH000.35,10/9/2013,RGH5040,2013-10-09T11:50:00Z,1,,,7,,,,,,,,,,1,,,,,,,,,,,30,31,20,,,,,,,,,,,,,,,,,,,,,,6,,,2,,,1,6,,50,,,,1,,,,24,,1,,,,,1,8,3,,,,,,,,,,,2,,,,,,,,,,,2,,1,,,,,3,,,,,,,
2-SUA003.80,10/9/2013,SUA5279,2013-10-09T09:55:00Z,1,,,1,,,1,1,,,,,,,4,,,,,,,,,,46,4,57,,4,1,1,,,,,,1,,1,,,,,,1,,,,,,,1,,,,9,,1,,,1,,,,,21,,,,,,,3,11,18,,,,2,,,,,,,,,,,,,,,,,,2,,1,,1,,,11,,,,,,,
4ALPP004.52,10/10/2013,LPP5259,2013-10-10T11:30:00Z,1,,,,4,,,1,,,,,,3,,,,,,,,,,,6,5,36,,14,,,,,,,,,,,,,,,,,,1,1,46,,,,,,,7,,,1,,,,,,,52,,,,,1,,4,,10,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,
6BPWL020.93,10/10/2013,PWL5063,2013-10-10T13:00:00Z,1,,,,,,,,,,,,,,,,,,,,8,,1,,,1,57,,3,,,,,,,9,,,,,,,,,1,,6,8,8,,,1,,,,6,,1,2,,1,,1,,,5,13,,5,,1,,9,,,,,,,,,,,,,,,,,,,,,,,,3,,,,14,,,1,,1,,,,,
2DXAH000.79,10/15/2013,XAH4768,2013-10-15T12:15:00Z,1,,,,,,,6,,,,,,,1,,,,,,2,,24,,1,1,99,,1,,,,1,,,1,,,,,1,,3,,,,1,3,,,,1,,2,,5,,,,,4,,,,2,25,,,,,1,,5,,,,6,,,3,,1,,,,,,,,,,,,,,,1,,,,,,,6,2,,,,,,
2-BLP000.79,10/16/2013,BLP5339,2013-10-16T11:45:00Z,1,5,,,,,,,,5,,,1,,2,,,,,,,,,,32,2,,,,1,,,,,,,,,,5,25,3,2,2,,,,,,,,1,,,24,1,,16,,,,2,,,,24,,,,,1,,,26,,1,,,,,,,,2,,,,,,,6,,,1,,,1,7,1,,,,,,,,,,,,
2DAPP112.19,10/16/2013,APP4956,2013-10-16T11:30:00Z,1,,,1,,,,5,,,,,,,13,,,,,,,,8,,14,7,48,,,,,,,,,1,,,,,,,,,,,,13,2,,,1,,,1,4,,4,,,1,,,,,27,,,,,,1,7,,,3,,,,3,3,,,,,,,,,,,,1,,,,8,,,,2,,,17,,,,,,,
4AXVP000.20,10/17/2013,XVP4987,2013-10-17T13:00:00Z,1,,,,,,4,,,,,,,,5,2,,,,,,,2,,3,,51,,,,,,4,15,,,2,1,,,12,11,1,,,,2,,,,2,,,2,,,,,,,1,1,1,,1,7,,,,,,,16,,2,,,,3,,,,,,,14,,,,,1,,,5,,,,,3,,,,,9,,,,,,,
4AXVQ000.77,10/17/2013,XVQ5212,2013-10-17T09:55:00Z,1,,,,1,,2,,,,,,,,,,,,,,,,,,23,3,124,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,21,,,,,1,,,,,15,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,9,,,,,,,
